# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Aug 31 14:32:29 AEST 2021 [seed=1630384348043]
# -overwrite -beagle_GPU australian_H7_aligned_SC.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
14000	-9589.510806388409	-156.56097913968563	-9432.949827248724	207.0586502551261	1803.2372401558328	904.4403476243606	59.22823971478542	-0.012770784298570037	1.0128347298537483	1.0406245866833044	0.929954805740745	0.9605563395140991	1.0627620018376533	0.9932675363704491	0.4330725492292826	0.0012873091899814994	0.0012873091899814992	-9432.949827248724	0.0	-150.63219916506188
15000	-9586.359763700324	-157.17916503294	-9429.180598667384	244.3255002975278	1765.9703901134312	1009.2134328832304	71.23093459493184	-0.012770784298570037	1.010093330998384	1.0323928262959796	0.9333801950496377	0.9698671962610552	1.0667965474535055	0.9874699039414379	0.3581690855179372	0.0012216180870457595	0.0012216180870457593	-9429.180598667384	0.0	-151.2280782428191
16000	-9589.089717418765	-162.93392400383848	-9426.155793414926	256.82718769454834	1753.4687027164105	1121.2216931829312	54.37555561020412	-0.012770784298570037	1.0080005965279593	1.0404251328152214	0.9179094661670096	0.9823512322827904	1.0667965474535055	0.9845170247535135	0.41775099108211305	0.0010200131026569517	0.0010200131026569517	-9426.155793414926	0.0	-157.36570268312656
17000	-9569.814685224193	-164.2761640998476	-9405.538521124347	267.0344658358161	1743.2614245751429	1150.068057825837	54.25969246732385	-0.012770784298570037	1.0016804416217662	1.0508690391895035	0.9137857146989207	0.991728487679065	1.0667965474535055	0.975139769357239	0.4046438292788001	9.427266759467524E-4	9.427266759467524E-4	-9405.538521124347	0.0	-158.8478494463198
18000	-9576.677636588201	-165.5846034202537	-9411.093033167948	292.1619723112854	1718.1339180996736	1245.3388254885049	72.05022054963318	-0.012770784298570037	0.9870816502676818	1.0522567220330605	0.9112459243808549	0.9931970947965181	1.0667965474535055	0.9894220610683792	0.33846161031343047	9.523557951405799E-4	9.523557951405799E-4	-9411.093033167948	0.0	-159.93797775878713
19000	-9562.154119611672	-168.00790436791402	-9394.146215243758	332.85822819857015	1677.4376622123887	1416.250467958978	82.14436718357781	-0.012770784298570037	0.9915280717280556	1.0522415173827127	0.9186387225458076	0.984663628997265	1.073604963759992	0.9793230955861674	0.40611945201812616	8.681530693249942E-4	8.681530693249943E-4	-9394.146215243758	0.0	-162.1619195260427
20000	-9567.075923169985	-170.87879682841498	-9396.19712634157	347.7829596381831	1662.5129307727757	1508.6006950350388	100.19793308984309	-0.012770784298570037	0.9920000350856696	1.0600777778064534	0.9096746455468909	0.9903581038153181	1.0744597587145017	0.9734296790311668	0.4035522708415468	7.463227739499451E-4	7.463227739499451E-4	-9396.19712634157	0.0	-165.05008596424733
21000	-9551.195486004119	-172.3655282165058	-9378.829957787613	356.789136001133	1653.506754409826	1535.0620363138537	77.159223967017	-0.012770784298570037	1.001327368254825	1.0591132354853798	0.9189701423117077	0.9501704043428945	1.083951886811208	0.9864669627939855	0.359955330208926	7.630952207720232E-4	7.630952207720232E-4	-9378.829957787613	0.0	-166.83737402752485
22000	-9553.878205248368	-169.4913371222711	-9384.386868126096	406.687157508209	1603.60873290275	1662.6718321293029	120.39717176183854	-0.001151294232991651	0.9926542398996214	1.058142000293855	0.9189701423117077	0.958843532698098	1.0833014169177384	0.9880886678789796	0.32867726912148576	7.808460704527281E-4	7.80846070452728E-4	-9384.386868126096	0.0	-163.49397128822588
23000	-9561.741680121038	-172.01980695043042	-9389.721873170607	372.50127167142625	1637.7946187395328	1614.7540197399155	195.62623563479875	-0.001151294232991651	0.9847263610340657	1.058142000293855	0.9274252680684779	0.9647119559046402	1.0833014169177384	0.9816929977812229	0.4251885476660258	6.975344895645797E-4	6.975344895645797E-4	-9389.721873170607	0.0	-165.55774430310714
24000	-9549.123929974216	-173.81530679219304	-9375.308623182022	404.3933982425108	1605.9024921684481	1732.0988232157206	216.86131596623758	-0.001151294232991651	0.9703029389340223	1.0574171168596467	0.9182851490415076	0.9616747911047402	1.0916316688122147	1.0006883352478688	0.4353394274045357	6.860777602384255E-4	6.860777602384256E-4	-9375.308623182022	0.0	-167.21123845846773
25000	-9541.84108581437	-171.88353997969185	-9369.957545834679	401.45557737270485	1608.840313038254	1724.9827626469905	167.78185418360303	-9.273010108301616E-4	0.964387477664518	1.0574171168596467	0.9089141450614135	0.9706270462879513	1.0937323844323572	1.0049218296941134	0.3706117964722344	6.543011150486973E-4	6.543011150486972E-4	-9369.957545834679	0.0	-165.74709389098595
26000	-9541.276941259091	-172.40969957182884	-9368.867241687263	361.82491325748373	1648.4709771534751	1642.0737628649572	160.90282787694852	-9.273010108301616E-4	0.9536188611800741	1.0648823260755906	0.9169305375213888	0.9776482871158602	1.1015966635021066	0.9853233246049798	0.37907317343110886	6.652101863991498E-4	6.652101863991499E-4	-9368.867241687263	0.0	-166.30163243999104
27000	-9538.120082416679	-173.37037738470383	-9364.749705031974	438.38343618870186	1571.912454222257	1809.1508305039247	152.77561297426342	-9.273010108301616E-4	0.9374060291577034	1.0733023317681474	0.9215319979628551	0.9763349826903234	1.1104177235537975	0.9810069348671729	0.401784161763765	6.552273488705258E-4	6.55227348870526E-4	-9364.749705031974	0.0	-167.23164695174395
28000	-9541.326438853954	-176.51616004628954	-9364.810278807665	440.1153657636463	1570.1805246473127	1903.784420687393	222.84680401074098	-9.273010108301616E-4	0.9446630741678163	1.0791204805100074	0.9114179513074315	0.9691396917819782	1.1104177235537975	0.9852410786789687	0.4040529525048903	6.008309292865975E-4	6.008309292865975E-4	-9364.810278807665	0.0	-170.10575768596325
29000	-9526.334756382465	-176.78078317815144	-9349.553973204313	435.6074964751947	1574.6883939357642	1924.7363123372713	158.357781351218	-9.273010108301616E-4	0.9537984194289976	1.086348559930354	0.8837121088325277	0.9715979202721335	1.119626948305918	0.9849160432300688	0.42360846301555044	5.782235306607701E-4	5.782235306607703E-4	-9349.553973204313	0.0	-170.7284713423883
30000	-9521.049129150244	-178.90199692855262	-9342.147132221691	452.3530068149289	1557.94288359603	2104.865135403586	225.98135167521505	-9.273010108301616E-4	0.9417769272409391	1.0938818162792232	0.8834771394259371	0.9624415645388243	1.1271386915312143	0.9912838609838612	0.39228078705058195	5.713650081773763E-4	5.713650081773763E-4	-9342.147132221691	0.0	-172.51772376366492
31000	-9517.695260541805	-182.30415190007028	-9335.391108641734	522.3520501267853	1487.9438402841736	2332.4706727177627	273.97420486715754	-9.273010108301616E-4	0.9370708190402408	1.0960261887734515	0.8821787536470237	0.968446058518436	1.1279644004178342	0.988313779603013	0.3633920274136476	4.500936848180316E-4	4.500936848180314E-4	-9335.391108641734	0.0	-176.10851533373258
32000	-9507.534150741987	-184.1158125460401	-9323.418338195946	603.1517694606517	1407.1441209503073	2598.6044382475807	216.70508590678966	-9.273010108301616E-4	0.9490851019804826	1.0910118909421085	0.8627569538082166	0.9774577375759096	1.1347019428030205	0.9849863728902614	0.3709200287009587	4.3051997863996527E-4	4.305199786399654E-4	-9323.418338195946	0.0	-178.14694999319065
33000	-9497.113727772792	-185.72579814038264	-9311.38792963241	633.1192064790206	1377.1766839319384	2752.9168665133175	226.9075200144968	-9.273010108301616E-4	0.943429688106465	1.104455366824002	0.8543005120885057	0.9690574452553358	1.1498004635442134	0.9789565241814774	0.3757371097523184	4.4156944618226887E-4	4.415694461822688E-4	-9311.38792963241	0.0	-179.62061587546285
34000	-9490.485220986315	-189.16236826940138	-9301.322852716914	621.5971985911373	1388.6986918198218	2828.7808497407837	411.4837384834818	-9.273010108301616E-4	0.9545826372228554	1.1133833281352625	0.8644222466847761	0.932602790358292	1.1573071469156155	0.9777018506831977	0.3958292502212586	4.0452073612825954E-4	4.0452073612825943E-4	-9301.322852716914	0.0	-182.55048677011143
35000	-9487.109074267215	-187.59720822549602	-9299.51186604172	661.1448457933969	1349.151044617562	2931.3372009595923	347.13251007183743	-9.273010108301616E-4	0.9624484719573598	1.120800089007788	0.8565564119502717	0.932602790358292	1.14989038604309	0.9777018506831977	0.39040433422877924	3.962173493815939E-4	3.9621734938159395E-4	-9299.51186604172	0.0	-181.1772698121042
36000	-9464.829606069714	-188.45079074375673	-9276.378815325957	715.6697601765214	1294.6261302344374	3069.4748920551933	233.65397045556642	-9.273010108301616E-4	0.9618199279278439	1.1164234926820473	0.8478844968119814	0.9346596366774693	1.1542669823688307	0.9849454635318265	0.40751492788860166	3.844109505852642E-4	3.8441095058526416E-4	-9276.378815325957	0.0	-182.4121526357464
37000	-9459.71330275462	-188.56008881232307	-9271.153213942298	778.2416657192982	1232.0542246916607	3243.1752384555484	280.8789450424158	-9.273010108301616E-4	0.9600678516222161	1.1358799243097613	0.8204770002537503	0.9333793699834575	1.1527759817118173	0.9974198721189971	0.35813576713561623	3.67168514859699E-4	3.67168514859699E-4	-9271.153213942298	0.0	-182.47574324370413
38000	-9449.36261385035	-189.58443976363162	-9259.778174086718	810.6016131658894	1199.6942772450695	3371.0012972142067	299.8145261742808	-9.273010108301616E-4	0.9581225085492522	1.1383052650684824	0.8158338257907699	0.9358906882969046	1.1621327602427691	0.9897149520518213	0.3715061588964663	3.6005905785223367E-4	3.600590578522336E-4	-9259.778174086718	0.0	-183.4142503361708
39000	-9453.843622155684	-191.5296001121669	-9262.314022043518	757.0644541204258	1253.231436290533	3346.935123584921	292.78850136870903	-9.273010108301616E-4	0.9652175818021801	1.1603587726314608	0.8057000943561441	0.9358882803637756	1.1529673374029707	0.9798679334434681	0.3715061588964663	3.4980991278091354E-4	3.4980991278091354E-4	-9262.314022043518	0.0	-185.43694937172768
40000	-9432.445172263355	-191.83347310059227	-9240.611699162762	842.5970451999649	1167.698845210994	3610.898963823068	366.5679798912782	-9.273010108301616E-4	0.9647033118756678	1.1669973184656643	0.801255945193309	0.9159938342148507	1.1711859227108559	0.9798636675396518	0.3924417812389125	3.3638898048141054E-4	3.3638898048141044E-4	-9240.611699162762	0.0	-185.48785882668412
41000	-9439.075130877596	-191.9882681556029	-9247.086862721993	940.2628125667419	1070.0330778442171	3840.02423722973	342.94696928942653	-9.273010108301616E-4	0.959847949150025	1.1702433909297814	0.801255945193309	0.9252765879975821	1.1724076639994596	0.9709684627298426	0.3692366020904778	2.885468895868835E-4	2.885468895868834E-4	-9247.086862721993	0.0	-185.9697782155254
42000	-9436.883685550183	-191.87366214966005	-9245.010023400524	761.0624682144244	1249.2334221965345	3384.4781144416274	358.3341415978703	-9.273010108301616E-4	0.9600472832932864	1.1736828492474811	0.7984657306091554	0.9314627613208435	1.1684819618820934	0.9678594136471399	0.3441739670502487	3.2346207445548643E-4	3.234620744554863E-4	-9245.010023400524	0.0	-185.75443252153048
43000	-9434.680775825782	-196.45767141684667	-9238.223104408935	910.8169240216884	1099.4789663892707	3886.373596311955	215.47004367535348	-9.273010108301616E-4	0.9473492774928363	1.1790338929272404	0.7952443497521084	0.9367227093267109	1.166885063333332	0.9747647071677716	0.3592924431477956	3.065443809361968E-4	3.065443809361968E-4	-9238.223104408935	0.0	-190.81625122370139
44000	-9430.332037685863	-195.64362283249397	-9234.688414853368	963.3649488213209	1046.930941589638	4112.034362253327	327.26575381193004	-9.273010108301616E-4	0.944377950839702	1.1930754097989564	0.7992689232381195	0.9460866876649079	1.166885063333332	0.9503059651249816	0.36135629739147995	2.837300765586664E-4	2.8373007655866636E-4	-9234.688414853368	0.0	-189.67165273830594
45000	-9431.421043103153	-195.99788530072982	-9235.423157802423	951.3002715503021	1058.9956188606568	4081.357506804453	311.2923889371288	-9.273010108301616E-4	0.944377950839702	1.2021108570048618	0.7867430534259787	0.9515442237109064	1.1738710627706277	0.9413528522479229	0.38571512417604814	2.7358331855125654E-4	2.735833185512565E-4	-9235.423157802423	0.0	-190.0918184164968
46000	-9425.78058400784	-194.21533967823817	-9231.565244329602	943.0712654508383	1067.2246249601208	3962.5210620796797	382.1271386919592	-9.273010108301616E-4	0.9425744450537029	1.22628456802645	0.779904940342541	0.9330827746690302	1.1793471868006609	0.9388060851076144	0.4056389202113851	3.043720961816585E-4	3.0437209618165836E-4	-9231.565244329602	0.0	-187.90681797152163
47000	-9418.896497533384	-194.68119803152481	-9224.215299501859	885.6613838788994	1124.6345065320595	3828.612924781184	328.4156607920953	-9.273010108301616E-4	0.9469540724702793	1.2340396476238964	0.779904940342541	0.9223930492608471	1.1793471868006609	0.9373611035017748	0.4144118060238271	2.9279452081970304E-4	2.9279452081970315E-4	-9224.215299501859	0.0	-188.59388882427157
48000	-9407.675804058188	-194.51818143619423	-9213.157622621993	874.4372925473307	1135.8585978636283	3804.9827012604947	298.8116963626895	-9.273010108301616E-4	0.9466225630082536	1.2250779453697431	0.7825838319111147	0.9289056524286676	1.1980568907093656	0.9187531165728546	0.40139618273841876	2.969013739670273E-4	2.969013739670274E-4	-9213.157622621993	0.0	-188.53260220166666
49000	-9413.618558612683	-194.8664267211251	-9218.752131891559	875.8061752078484	1134.4897152031106	3733.394088149521	239.6060980532105	-9.273010108301616E-4	0.9365187790606618	1.2271375565769556	0.7952445471859252	0.9289056524286676	1.2016607253959992	0.91053273935179	0.4061709586241726	2.897138533800304E-4	2.8971385338003036E-4	-9218.752131891559	0.0	-189.14296012145158
50000	-9411.905198376493	-194.96137755923226	-9216.943820817261	931.2164197411212	1079.0794706698377	3960.316934002872	294.24735875056984	-9.273010108301616E-4	0.940047235624701	1.2243225564980091	0.7952445471859252	0.9306115177068006	1.2027698601968126	0.9070042827877508	0.3903619725018119	3.096955741666142E-4	3.0969557416661423E-4	-9216.943820817261	0.0	-188.91538294951022
51000	-9404.66369859291	-194.09280209665945	-9210.57089649625	941.0467859584296	1069.2491044525293	4047.6693696378484	353.3273289472305	-9.273010108301616E-4	0.9300508619278213	1.2232619740654567	0.7871961827997014	0.9502173759591159	1.2156154339474152	0.8936581713004887	0.3881027701281408	2.773015750026792E-4	2.7730157500267913E-4	-9210.57089649625	0.0	-188.03856997182834
52000	-9407.088120806795	-194.63207290919567	-9212.4560478976	1018.0326509752011	992.2632394357578	4239.376332006263	362.3413823214036	-9.273010108301616E-4	0.9069867100875875	1.214533794281946	0.7971075694505798	0.946220925868977	1.2342655210588636	0.9008854792520455	0.35171364005361444	2.728210512333759E-4	2.72821051233376E-4	-9212.4560478976	0.0	-188.62254334947718
53000	-9403.330743519111	-195.30351683909913	-9208.027226680011	838.4245106844132	1171.8713797265457	3790.5731137161038	388.4584179695587	-9.273010108301616E-4	0.9069867100875875	1.2149451245249112	0.7957503489398723	0.9475781463796845	1.2405693858089848	0.8941702842589593	0.3914170848418969	2.7764740615869354E-4	2.776474061586935E-4	-9208.027226680011	0.0	-189.18441196651494
54000	-9395.444372166303	-195.83731080430493	-9199.607061361998	951.9458229706336	1058.3500674403253	4094.470503518807	309.49121530525775	-9.273010108301616E-4	0.9128351867247246	1.2248524483738457	0.7703550870636755	0.9465490217065458	1.2500046033910375	0.8954036527401706	0.39144521084849565	2.8522775773283523E-4	2.8522775773283507E-4	-9199.607061361998	0.0	-189.8550843329892
55000	-9396.708010615848	-196.11111801568964	-9200.596892600159	980.6553499717253	1029.6405404392335	4167.965054282575	388.1566404953396	-9.273010108301616E-4	0.9076794656098844	1.219418359546902	0.7780393940878376	0.9385427446143516	1.266841449698702	0.8894785864423221	0.4289714556661281	2.816044377089381E-4	2.8160443770893813E-4	-9200.596892600159	0.0	-189.83678654867614
56000	-9399.676063399354	-194.83012624840373	-9204.84593715095	1015.6522329363892	994.6436574745697	4166.7753803160895	320.389620420043	-9.273010108301616E-4	0.9060420665252659	1.2247542395991518	0.7701914476449252	0.9391665784910312	1.2728292159285732	0.8870164518110526	0.38006668831810364	2.835851911886643E-4	2.835851911886643E-4	-9204.84593715095	0.0	-188.83390979724976
57000	-9391.233534264573	-195.9085098358548	-9195.325024428717	1038.1579638293504	972.1379265816086	4360.036229185985	373.8734742484625	-9.273010108301616E-4	0.9032142094032756	1.2247542395991518	0.7701914476449252	0.9456880469083147	1.2728292159285732	0.8833228405157595	0.3885838576124528	2.654220143613292E-4	2.6542201436132926E-4	-9195.325024428717	0.0	-189.82103033825328
58000	-9387.353046762293	-196.79002646960228	-9190.563020292691	1062.2300275440139	948.065862866945	4463.744003490013	410.1681878999804	-9.273010108301616E-4	0.8945915579820886	1.2223896597978101	0.7788440926482137	0.9543106983295017	1.2839647997412778	0.865899191501108	0.37053353125325006	2.727513629733734E-4	2.727513629733734E-4	-9190.563020292691	0.0	-190.5838890856144
59000	-9384.560288476025	-200.03742634736034	-9184.522862128664	997.4172764717268	1012.8786139392321	4345.330005142558	601.8699308990242	-9.273010108301616E-4	0.8888698516068521	1.2323343194014957	0.7883460294179294	0.9539674779577794	1.281920887742089	0.8545614338738543	0.3895181502352885	2.7259409086712586E-4	2.725940908671258E-4	-9184.522862128664	0.0	-193.429671938494
60000	-9390.590566693681	-198.10672208141614	-9192.483844612265	1148.0122116772422	862.2836787337167	4603.068335514927	394.8930485350386	-9.273010108301616E-4	0.8799997812122079	1.2297491031114354	0.7841885668857386	0.9477770150672531	1.2974798281022342	0.8608057056211309	0.35366964846961085	2.327371882829998E-4	2.3273718828299976E-4	-9192.483844612265	0.0	-192.21314486008006
61000	-9371.716757063508	-197.22727097393596	-9174.489486089573	1005.4445142778902	1004.8513761330687	4304.740717384994	449.5293006854671	-9.273010108301616E-4	0.8799997812122079	1.2406601612459596	0.7734778524726855	0.9396538353244346	1.3105943893574175	0.855613980387295	0.3724521784098779	2.52833876911902E-4	2.52833876911902E-4	-9174.489486089573	0.0	-191.07454902152662
62000	-9382.2389873548	-197.79763630307306	-9184.441351051726	886.5664097319396	1123.7294806790192	4061.6173160247636	426.6129516583316	-9.273010108301616E-4	0.8737568381674135	1.2348852171583622	0.7734778524726855	0.9338519004442071	1.3287108692754197	0.8553173224819121	0.39363058754165886	2.8375163282562345E-4	2.8375163282562356E-4	-9184.441351051726	0.0	-191.5040239813284
63000	-9362.571864872276	-197.23896761484193	-9165.332897257435	977.7010985099436	1032.5947919010155	4204.0081639411155	457.3670594384225	-9.273010108301616E-4	0.8683216359362895	1.24347963076953	0.7603720821433102	0.9400832537085664	1.333116110999598	0.8546272864427059	0.40314332390185986	2.7877170356857973E-4	2.787717035685796E-4	-9165.332897257435	0.0	-190.8633343968355
64000	-9362.998392734546	-196.21202908595444	-9166.78636364859	934.6633177604751	1075.6325726504838	4068.9549378975353	307.94632664031565	-9.273010108301616E-4	0.8670467015611387	1.2425257470764501	0.7603720821433102	0.9303388131817729	1.3399480612281425	0.8597685948091855	0.39099448360697653	2.7341016412688653E-4	2.734101641268864E-4	-9166.78636364859	0.0	-190.30910312682704
65000	-9363.66922396002	-198.30091544313254	-9165.368308516887	996.3959082080898	1013.8999822028691	4334.913790215929	481.74762719458744	-9.273010108301616E-4	0.8670467015611387	1.248827423510661	0.7603720821433102	0.9349001856510194	1.3399480612281425	0.8489055459057282	0.36272061931248273	2.6694811643153117E-4	2.669481164315311E-4	-9165.368308516887	0.0	-192.0059560555242
66000	-9352.440741804166	-196.59412163780902	-9155.846620166358	1009.1759775519886	1001.1199128589703	4221.766382235072	391.09660977953763	-9.273010108301616E-4	0.8536796105703582	1.2588884760738985	0.7698890767830011	0.9463399808430107	1.3450231543417208	0.8261797013880107	0.40332608231716793	2.6493152665415284E-4	2.649315266541528E-4	-9155.846620166358	0.0	-190.45570255503665
67000	-9348.565246918726	-199.9124477442002	-9148.652799174526	987.7606143027072	1022.5352761082518	4250.280340565952	524.4039134116891	0.0012939408679559783	0.843872823196522	1.2830065502209809	0.7615170966140269	0.9352869488557847	1.3569765511800391	0.8193400299326463	0.40406735029244917	2.618849494753604E-4	2.6188494947536036E-4	-9148.652799174526	0.0	-193.4934151691014
68000	-9358.241748961002	-200.17873235497058	-9158.063016606031	921.214318634123	1089.081571776836	4177.448285366699	587.051625429863	0.0012939408679559783	0.8467498247174066	1.27246645840318	0.7540147943119547	0.9427892511578568	1.3667780486473209	0.8172016227622806	0.4113863027749965	2.598295745281677E-4	2.598295745281678E-4	-9158.063016606031	0.0	-193.65516867143089
69000	-9349.597752487083	-201.02091475005622	-9148.576837737028	932.3921870834404	1077.9037033275185	4057.9049288342153	794.4682505255321	0.0012939408679559783	0.8267820986692557	1.27246645840318	0.7506783730668573	0.9515440195767448	1.3879953530165245	0.8105336972674373	0.38441301855886467	2.808323943553332E-4	2.808323943553332E-4	-9148.576837737028	0.0	-194.1411878858301
70000	-9353.810774029653	-200.85129436114786	-9152.959479668505	1040.328834899585	969.9670555113739	4355.710324942567	464.68975870481927	0.0012939408679559783	0.8394315534470526	1.2656972935688424	0.7506783730668573	0.9459574417724197	1.3879953530165245	0.8102399851283034	0.3326494200527669	2.664147548841103E-4	2.664147548841103E-4	-9152.959479668505	0.0	-194.6523256769837
71000	-9346.327737053725	-199.9210249415428	-9146.406712112183	967.7244885833176	1042.5714018276412	4235.86853738796	543.9789703643405	0.0012939408679559783	0.8463383115185205	1.2730269672376573	0.74995943628548	0.9437684217100829	1.3845641391449857	0.8023427241032735	0.331701593802746	2.8552109094311296E-4	2.855210909431129E-4	-9146.406712112183	0.0	-193.46882656785172
72000	-9353.434709203157	-202.22625276994714	-9151.208456433209	942.3784845610041	1067.9174058499548	4264.961664349438	472.01109726324586	0.0012939408679559783	0.8463383115185205	1.2719211191333704	0.7454921310734963	0.9580536585138792	1.3845641391449857	0.7936306406157477	0.3662237136408212	2.6247517959123595E-4	2.62475179591236E-4	-9151.208456433209	0.0	-195.98240356403582
73000	-9353.675681383726	-204.99253906140862	-9148.683142322318	1092.9405928351525	917.3552975758064	4844.458672118174	648.0332186544878	0.0012939408679559783	0.8508302149787359	1.2719211191333704	0.7454921310734963	0.9535617550536638	1.3874779551470757	0.7907168246136576	0.41789569961071005	2.548943393487025E-4	2.5489433934870254E-4	-9148.683142322318	0.0	-198.29138277632902
74000	-9346.208271571022	-206.26879952040971	-9139.939472050612	1139.592954584063	870.702935826896	4961.752976709462	877.3310796673205	0.0012939408679559783	0.8425254410240977	1.2760915466259892	0.7607272601148356	0.9421753725979909	1.3886237629942473	0.7898566166428392	0.388249346621627	2.3199010800569099E-4	2.3199010800569099E-4	-9139.939472050612	0.0	-199.46677992948665
